,ticketid,subject,description,status_idup,priority_idup,user_id,created_at,Category,application_name,assigned_to,Resolution_notes,Resolution_code,resolved_date,resolution_notes_ITSM,resolved_by
1282,1229.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,2,4,09-03-2023 00:00,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,Akash
1283,1230.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,2,5,10-03-2023 00:00,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,Akash
1284,1231.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,2,6,11-03-2023 00:00,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,aditya
1285,1232.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,2,3,12-03-2023 00:00,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1286,1233.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,2,4,13-03-2023 00:00,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",Akash
1287,1234.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,14-03-2023 00:00,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,Akash
1300,1247.0,windows updated some features not working,Windows update done and now some features are not working,5,2,6,23-02-2023 00:45,Configuration,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,21.0,07-12-2022 18:56,Windows version degraded to a lower version,aditya
1302,1249.0,erp crash,erp crash,5,2,1,25-02-2023 00:45,Crash,ERP,raghav_it,,,07-12-2022 01:40,,
1303,1250.0,erp crash,erp crash,5,2,1,26-02-2023 00:45,Crash,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,23.0,07-12-2022 01:40,,
1304,1251.0,outlook crashing,outlook crashing,3,2,6,27-02-2023 00:45,Crash,Outlook,raghav_it,,,07-12-2022 22:48,Check the server connection.,raghav_it
1305,1252.0,outlook crashing,outlook crashing,3,2,6,28-02-2023 00:45,Crash,Outlook,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,24.0,07-12-2022 22:48,Check the server connection.,raghav_it
1313,1260.0,login issue,Unable to login as it shows incorrect login details,2,2,5,08-02-2023 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1314,1261.0,login issue,Unable to login as it shows incorrect login details,2,2,5,09-02-2023 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1315,1262.0,outlook,outlook frozen,3,2,6,10-02-2023 00:45,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,
1316,1263.0,outlook,outlook frozen,3,2,6,11-02-2023 00:45,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,
1317,1264.0,cant log in to vpn,cant log in to vpn,2,2,7,12-02-2023 00:45,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1318,1265.0,cant log in to vpn,cant log in to vpn,2,2,7,13-02-2023 00:45,Login,VPN,,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1319,1266.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,14-02-2023 00:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,
1320,1267.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,15-02-2023 00:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,
1321,1268.0,skype error ,skype crashing,2,2,2,16-02-2023 00:45,Crash,Skype,raghav_it,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1322,1269.0,skype error ,skype crashing,2,2,2,17-02-2023 00:45,Crash,Skype,,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1333,1280.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,28-02-2023 00:45,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1334,1281.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,01-03-2023 00:45,Finance,SAP,,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1335,1282.0,sap crashing,sap crashing ,1,2,1,02-03-2023 00:45,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,16.0,15-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1336,1283.0,Not able to access ERP,Not able to access ERP,1,2,1,03-03-2023 00:45,Access,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,17.0,16-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1348,1295.0,login issue,Unable to login as it shows incorrect login details,2,2,5,28-02-2023 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,29.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1349,1296.0,outlook,outlook frozen,3,2,6,27-02-2023 00:45,Crash,Outlook,shubhangi,Restart your outlook,30.0,07-12-2022 22:25,Check the server connection.,
1350,1297.0,cant log in to vpn,cant log in to vpn,2,2,7,28-02-2023 00:45,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,31.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1351,1298.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,27-02-2023 00:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,32.0,07-12-2022 17:04,Server need to be restarted,
1352,1299.0,skype error ,skype crashing,2,2,2,28-02-2023 00:45,Crash,Skype,raghav_it,Restart skype.Restart your computer.,33.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1355,1302.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,2,6,27-02-2023 00:45,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",36.0,07-12-2022 17:09,Restart the server,
1357,1304.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,2,4,27-02-2023 00:45,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",38.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1358,1305.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,28-02-2023 00:45,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,39.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1359,1306.0,sap crashing,sap crashing ,1,2,1,27-02-2023 00:45,Crash,SAP,raghav_it,,40.0,,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1360,1307.0,Not able to access ERP,Not able to access ERP,1,2,1,28-02-2023 00:45,Access,ERP,raghav_it,,41.0,,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1364,1311.0,windows updated some features not working,Windows update done and now some features are not working,5,2,6,28-02-2023 00:45,Configuration,Windows,raghav_it,,45.0,07-12-2022 18:56,Windows version degraded to a lower version,
1367,1314.0,outlook crashing,outlook crashing,3,2,6,27-02-2023 00:45,Crash,Outlook,raghav_it,,48.0,07-12-2022 22:48,Check the server connection.,
1372,1319.0,login issue,Unable to login as it shows incorrect login details,2,2,5,04-03-2023 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1375,1322.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,28-02-2023 00:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,
1376,1323.0,skype error ,skype crashing,2,2,2,01-03-2023 00:45,Crash,Skype,raghav_it,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1377,1324.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,2,4,02-03-2023 00:45,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1378,1325.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,2,5,03-03-2023 00:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1379,1326.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,2,6,04-03-2023 00:45,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,
1380,1327.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,2,3,26-02-2023 00:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1381,1328.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,2,4,27-02-2023 00:45,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1382,1329.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,28-02-2023 00:45,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1395,1342.0,windows updated some features not working,Windows update done and now some features are not working,5,2,6,27-02-2023 00:45,Configuration,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,21.0,07-12-2022 18:56,Windows version degraded to a lower version,
1397,1344.0,erp crash,erp crash,5,2,1,01-03-2023 00:45,Crash,ERP,raghav_it,,,07-12-2022 01:40,,
1398,1345.0,erp crash,erp crash,5,2,1,02-03-2023 00:45,Crash,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,23.0,07-12-2022 01:40,,
1399,1346.0,outlook crashing,outlook crashing,3,2,6,03-03-2023 00:45,Crash,Outlook,raghav_it,,,07-12-2022 22:48,Check the server connection.,
1400,1347.0,outlook crashing,outlook crashing,3,2,6,04-03-2023 00:45,Crash,Outlook,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,24.0,07-12-2022 22:48,Check the server connection.,
1408,1355.0,login issue,Unable to login as it shows incorrect login details,2,2,5,26-02-2023 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1409,1356.0,login issue,Unable to login as it shows incorrect login details,2,2,5,27-02-2023 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1410,1357.0,outlook,outlook frozen,3,2,6,28-02-2023 00:45,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,
1411,1358.0,outlook,outlook frozen,3,2,6,01-03-2023 00:45,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,
1412,1359.0,cant log in to vpn,cant log in to vpn,2,2,7,02-03-2023 00:45,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1413,1360.0,cant log in to vpn,cant log in to vpn,2,2,7,03-03-2023 00:45,Login,VPN,,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1414,1361.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,04-03-2023 00:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,
1415,1362.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,26-02-2023 00:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,
1416,1363.0,skype error ,skype crashing,2,2,2,27-02-2023 00:45,Crash,Skype,raghav_it,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1417,1364.0,skype error ,skype crashing,2,2,2,28-02-2023 00:45,Crash,Skype,,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1428,1375.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,04-03-2023 00:45,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1429,1376.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,26-02-2023 00:45,Finance,SAP,,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1430,1377.0,sap crashing,sap crashing ,1,2,1,27-02-2023 00:45,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,16.0,15-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1431,1378.0,Not able to access ERP,Not able to access ERP,1,2,1,28-02-2023 00:45,Access,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,17.0,16-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1443,1390.0,login issue,Unable to login as it shows incorrect login details,2,2,5,22-02-2023 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,29.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1444,1391.0,outlook,outlook frozen,3,2,6,23-02-2023 16:36,Crash,Outlook,shubhangi,Restart your outlook,30.0,07-12-2022 22:25,Check the server connection.,
1445,1392.0,cant log in to vpn,cant log in to vpn,2,2,7,22-02-2023 00:45,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,31.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1446,1393.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,23-02-2023 16:36,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,32.0,07-12-2022 17:04,Server need to be restarted,
1447,1394.0,skype error ,skype crashing,2,2,2,22-02-2023 00:45,Crash,Skype,raghav_it,Restart skype.Restart your computer.,33.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1450,1397.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,2,6,23-02-2023 16:36,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",36.0,07-12-2022 17:09,Restart the server,
1452,1399.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,2,4,23-02-2023 16:36,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",38.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1453,1400.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,22-02-2023 00:45,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,39.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1454,1401.0,sap crashing,sap crashing ,1,2,1,23-02-2023 16:36,Crash,SAP,raghav_it,,40.0,,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1455,1402.0,Not able to access ERP,Not able to access ERP,1,2,1,22-02-2023 00:45,Access,ERP,raghav_it,,41.0,,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1459,1406.0,windows updated some features not working,Windows update done and now some features are not working,5,2,6,22-02-2023 00:45,Configuration,Windows,raghav_it,,45.0,07-12-2022 18:56,Windows version degraded to a lower version,
1462,1409.0,outlook crashing,outlook crashing,3,2,6,24-02-2023 16:36,Crash,Outlook,raghav_it,,48.0,07-12-2022 22:48,Check the server connection.,
1467,1414.0,login issue,Unable to login as it shows incorrect login details,2,2,5,25-02-2023 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1470,1417.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,24-02-2023 16:36,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,
1471,1418.0,skype error ,skype crashing,2,2,2,25-02-2023 00:45,Crash,Skype,raghav_it,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1472,1419.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,2,4,24-02-2023 16:36,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1473,1420.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,2,5,25-02-2023 00:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1474,1421.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,2,6,24-02-2023 16:36,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,
1475,1422.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,2,3,25-02-2023 00:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1476,1423.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,2,4,21-02-2023 11:15,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1477,1424.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,22-02-2023 11:15,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1490,1437.0,windows updated some features not working,Windows update done and now some features are not working,5,2,6,21-02-2023 11:15,Configuration,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,21.0,07-12-2022 18:56,Windows version degraded to a lower version,
1492,1439.0,erp crash,erp crash,5,2,1,03-02-2023 17:28,Crash,ERP,raghav_it,,,07-12-2022 01:40,,
1493,1440.0,erp crash,erp crash,5,2,1,29-01-2023 17:41,Crash,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,23.0,07-12-2022 01:40,,
1494,1441.0,outlook crashing,outlook crashing,3,2,6,24-01-2023 17:54,Crash,Outlook,raghav_it,,,07-12-2022 22:48,Check the server connection.,
1495,1442.0,outlook crashing,outlook crashing,3,2,6,19-01-2023 18:07,Crash,Outlook,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,24.0,07-12-2022 22:48,Check the server connection.,
1501,,outlook crashing,outlook crashing,3,2,6,27-03-2023 00:45,Crash,Outlook,raghav_it,,48.0,07-12-2022 22:48,Check the server connection.,
1506,,login issue,Unable to login as it shows incorrect login details,2,2,5,04-03-2023 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1509,,unable to access hr_tool page,unable to access hr_tool page,3,2,1,07-03-2023 00:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,
1510,,skype error ,skype crashing,2,2,2,08-03-2023 00:45,Crash,Skype,raghav_it,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1511,,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,2,4,09-03-2023 00:45,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1512,,unable to disable add ins on outlook,unable to disable add ins on outlook,4,2,5,10-03-2023 00:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1513,,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,2,6,11-03-2023 00:45,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,
1514,,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,2,3,12-03-2023 00:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1515,,Want to reset the password for outlook,hi I want to reset my outlook password.,4,2,4,13-03-2023 00:45,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1516,,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,14-03-2023 00:45,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1529,,windows updated some features not working,Windows update done and now some features are not working,5,2,6,27-03-2023 00:45,Configuration,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,21.0,07-12-2022 18:56,Windows version degraded to a lower version,
1531,,erp crash,erp crash,5,2,1,29-03-2023 00:45,Crash,ERP,raghav_it,,,07-12-2022 01:40,,
1532,,erp crash,erp crash,5,2,1,30-03-2023 00:45,Crash,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,23.0,07-12-2022 01:40,,
1533,,outlook crashing,outlook crashing,3,2,6,31-03-2023 00:45,Crash,Outlook,raghav_it,,,07-12-2022 22:48,Check the server connection.,
1534,,outlook crashing,outlook crashing,3,2,6,04-03-2023 00:45,Crash,Outlook,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,24.0,07-12-2022 22:48,Check the server connection.,
1542,,login issue,Unable to login as it shows incorrect login details,2,2,5,05-03-2023 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1543,,login issue,Unable to login as it shows incorrect login details,2,2,5,06-03-2023 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1544,,outlook,outlook frozen,3,2,6,07-03-2023 00:45,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,
1545,,outlook,outlook frozen,3,2,6,08-03-2023 00:45,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,
1546,,cant log in to vpn,cant log in to vpn,2,2,7,09-03-2023 00:45,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
